company_name,company_code,trading_time,type,listing_board
2ndChance W230308,ZFSW,20220309_081700,companywarrants,MAINBOARD
3Cnergy,502,20220309_081700,stocks,CATALIST
8Telecom,AZG,20220309_081700,stocks,MAINBOARD
A-Smart,BQC,20220309_081700,stocks,MAINBOARD
A-Sonic Aero W220408^,8YMW,20220309_081700,companywarrants,MAINBOARD
A-Sonic Aero^,BTJ,20220309_081700,stocks,MAINBOARD
AAC 5xLongSG220630,DALW,20220309_081800,dlcertificates,MAINBOARD
AAC 5xLongSG230331,DAFW,20220309_081800,dlcertificates,MAINBOARD
AAC 5xLongSG231214,DATW,20220309_081800,dlcertificates,MAINBOARD
AAC 5xLongSG240201,DKAW,20220309_081800,dlcertificates,MAINBOARD
AAC 5xShortSG220621,DBGW,20220309_081800,dlcertificates,MAINBOARD
AAC 5xShortSG220630,DASW,20220309_081800,dlcertificates,MAINBOARD
AAC 5xShortSG221201,DYDW,20220309_081800,dlcertificates,MAINBOARD
AAC 5xShortSG230825,DWTW,20220309_081800,dlcertificates,MAINBOARD
ABF SG BOND ETF,A35,20220309_081800,etfs,MAINBOARD
ABR,533,20220309_081700,stocks,MAINBOARD
Abterra^,L5I,20220309_081700,stocks,MAINBOARD
Abundance Intl,541,20220309_081700,stocks,CATALIST
Accrelist Ltd,QZG,20220309_081700,stocks,CATALIST
Ace Achieve Info,A75,20220309_081700,stocks,MAINBOARD
Acesian Partners,5FW,20220309_081700,stocks,CATALIST
ACH ADR US$,K3HD,20220309_081532,adrs,GLOBAL_QUOTE
Acma,AYV,20220309_081700,stocks,MAINBOARD
AcroMeta,43F,20220309_081700,stocks,CATALIST
Addvalue Tech,A31,20220309_081700,stocks,MAINBOARD
Advanced,BLZ,20220309_081700,stocks,CATALIST
Advanced Systems,5TY,20220309_081700,stocks,CATALIST
Advancer Global,43Q,20220309_081700,stocks,CATALIST
Adventus,5EF,20220309_081700,stocks,CATALIST
Aedge Group,XVG,20220309_081700,stocks,CATALIST
AEM SGD,AWX,20220309_081700,stocks,MAINBOARD
AEM USD,XWA,20220309_081700,stocks,MAINBOARD
AF Global,L38,20220309_081700,stocks,MAINBOARD
AGV,1A4,20220309_081700,stocks,CATALIST
AIA 5xLongSG241213,DWGW,20220309_081800,dlcertificates,MAINBOARD
AIA 5xShortSG240125,DUXW,20220309_081800,dlcertificates,MAINBOARD
AIMS APAC Reit,O5RU,20220309_081700,reits,MAINBOARD
AIMS Property,BVP,20220309_022333,others,MAINBOARD
AIMS Property,BVP,20220309_081700,stocks,MAINBOARD
Alibaba 5xLongSG220608,DGFW,20220309_081800,dlcertificates,MAINBOARD
Alibaba 5xLongSG230627,DMBW,20220309_081800,dlcertificates,MAINBOARD
Alibaba 5xLongSG230627A,DNFW,20220309_081800,dlcertificates,MAINBOARD
Alibaba 5xLongSG231214,DVIW,20220309_081800,dlcertificates,MAINBOARD
Alibaba 5xLongUB241231,WA9W,20220309_081800,dlcertificates,MAINBOARD
Alibaba 5xShortSG230202,DAGW,20220309_081800,dlcertificates,MAINBOARD
Alibaba 5xShortSG230627,DCMW,20220309_081800,dlcertificates,MAINBOARD
Alibaba 5xShortSG230627A,DWNW,20220309_081800,dlcertificates,MAINBOARD
Alibaba 5xShortSG231214,DCIW,20220309_081800,dlcertificates,MAINBOARD
Alibaba 5xShortUB241231,JQYW,20220309_081800,dlcertificates,MAINBOARD
Alibaba MB eCW220404,THVW,20220309_081700,structuredwarrants,MAINBOARD
Alibaba MB eCW220705,9BXW,20220309_081700,structuredwarrants,MAINBOARD
Alibaba MB ePW220404,LBHW,20220309_081700,structuredwarrants,MAINBOARD
Alibaba MB ePW220705,YQOW,20220309_081700,structuredwarrants,MAINBOARD
ALIHLTH 5xLongSG220323,DUQW,20220309_081800,dlcertificates,MAINBOARD
ALIHLTH 5xLongSG231012,DXZW,20220309_081800,dlcertificates,MAINBOARD
ALIHLTH 5xShortSG231012,DYMW,20220309_081800,dlcertificates,MAINBOARD
Alita Resources,40F,20220309_081700,stocks,CATALIST
Alliance HC,MIJ,20220309_081700,stocks,CATALIST
Allied Tech,A13,20220309_081700,stocks,CATALIST
AlphaDX,VVL,20220309_081700,stocks,CATALIST
Alpina Holdings,ZXY,20220309_081700,stocks,CATALIST
Alset,40V,20220309_081700,stocks,CATALIST
Amara,A34,20220309_081700,stocks,MAINBOARD
Amcorp Global,S9B,20220309_081700,stocks,MAINBOARD
AMOS Group,49B,20220309_081700,stocks,MAINBOARD
Amplefield Ltd,AOF,20220309_081700,stocks,CATALIST
Amplefield Ltd W221218,1G7W,20220309_081700,companywarrants,CATALIST
AMTD IB OV,HKB,20220309_081700,stocks,MAINBOARD
AnAn Intl,Y35,20220309_081700,stocks,MAINBOARD
Anchun Intl,BTX,20220309_081700,stocks,MAINBOARD
AnnAik,A52,20220309_081700,stocks,CATALIST
AnnAik W241009,VAIW,20220309_081700,companywarrants,CATALIST
Annica,5AL,20220309_081700,stocks,CATALIST
ANTA 5xLongSG231019,DZDW,20220309_081800,dlcertificates,MAINBOARD
ANTA 5xShortSG231019,DXGW,20220309_081800,dlcertificates,MAINBOARD
Aoxin Q & M,1D4,20220309_081700,stocks,CATALIST
AP Oil,5AU,20220309_081700,stocks,MAINBOARD
AP Strat W230130,1H7W,20220309_081700,companywarrants,CATALIST
AP Strat W230726,FIAW,20220309_081700,companywarrants,CATALIST
AP Strategic,5RA,20220309_081700,stocks,CATALIST
APAC Realty,CLN,20220309_081700,stocks,MAINBOARD
ARA HTrust USD,XZL,20220309_081800,businesstrusts,MAINBOARD
ARA LOGOS Log Tr,K2LU,20220309_081700,reits,MAINBOARD
AREIT 5xLongSG221208,DXAW,20220309_081800,dlcertificates,MAINBOARD
AREIT 5xLongSG230404,DQAW,20220309_081800,dlcertificates,MAINBOARD
AREIT 5xShortSG221208,DGBW,20220309_081800,dlcertificates,MAINBOARD
AREIT 5xShortSG231214,DGEW,20220309_081800,dlcertificates,MAINBOARD
Arion Ent,YYB,20220309_081700,stocks,CATALIST
Ascendas Reit,A17U,20220309_081700,reits,MAINBOARD
Ascendas-iTrust,CY6U,20220309_081800,businesstrusts,MAINBOARD
AscendasReit MBeCW220315,FDPW,20220309_081700,structuredwarrants,MAINBOARD
AscendasReit MBeCW221101,HHKW,20220309_081700,structuredwarrants,MAINBOARD
Ascent Bridge^,AWG,20220309_081700,stocks,MAINBOARD
Ascott Trust,HMN,20220309_081800,businesstrusts,MAINBOARD
Asia Enterprises,A55,20220309_081700,stocks,MAINBOARD
Asia Vets,5RE,20220309_081700,stocks,CATALIST
AsiaMedic,505,20220309_081700,stocks,CATALIST
Asian Healthcare,1J3,20220309_081700,stocks,CATALIST
Asian Micro,585,20220309_081700,stocks,CATALIST
Asian Pay Tv Tr,S7OU,20220309_081800,businesstrusts,MAINBOARD
AsiaPhos,5WV,20220309_081700,stocks,CATALIST
Asiatic,5CR,20220309_081700,stocks,CATALIST
Asiatravel.com,5AM,20220309_081700,stocks,CATALIST
ASL M W240723^,WG2W,20220309_081700,companywarrants,MAINBOARD
ASL Marine^,A04,20220309_081700,stocks,MAINBOARD
Aspen,1F3,20220309_081700,stocks,MAINBOARD
Aspial,A30,20220309_081700,stocks,MAINBOARD
Astaka,42S,20220309_081700,stocks,CATALIST
ASTI^,575,20220309_081700,stocks,MAINBOARD
Astrea IV4.35%B280614#,RMRB,20220309_081210,retailbonds,MAINBOARD
Astrea V3.85%B290620#,5A1B,20220309_060552,retailbonds,MAINBOARD
Astrea VI3%B310318#,6AZB,20220309_075752,retailbonds,MAINBOARD
Atlantic Nav,5UL,20220309_081700,stocks,CATALIST
Audience,1AZ,20220309_081700,stocks,CATALIST
AusGroup,5GJ,20220309_081700,stocks,MAINBOARD
Avarga,U09,20220309_081700,stocks,MAINBOARD
Avi-Tech Hldg,1R6,20220309_081700,stocks,MAINBOARD
AVJennings A$,A05,20220309_081700,stocks,GLOBAL_QUOTE
Axington,42U,20220309_081700,stocks,CATALIST
Axington R,IXOR,20220309_081700,stocks,CATALIST
Axington R,IXOR,20220308_230033,others,CATALIST
Axington R1,QPQR,20220308_230033,others,CATALIST
Axington R1,QPQR,20220309_081700,stocks,CATALIST
Azeus,BBW,20220309_081700,stocks,MAINBOARD
Aztech Gbl,8AZ,20220309_081700,stocks,MAINBOARD
B&M Hldg,CJN,20220309_081700,stocks,MAINBOARD
Baidu 5xLongSG220511,DBDW,20220309_081800,dlcertificates,MAINBOARD
Baidu 5xShortSG220511,DBFW,20220309_081800,dlcertificates,MAINBOARD
Baidu MB eCW220404,WS5W,20220309_081700,structuredwarrants,MAINBOARD
Baidu MB ePW220404,WDIW,20220309_081700,structuredwarrants,MAINBOARD
Baker Technology,BTP,20220309_081700,stocks,MAINBOARD
Ban Leong,B26,20220309_081700,stocks,MAINBOARD
Banyan Tree,B58,20220309_081700,stocks,MAINBOARD
BanyanTree cb7.5%220806#,YSUB,20220309_003017,retailbonds,MAINBOARD
BBR,KJ5,20220309_081700,stocks,MAINBOARD
Beng Kuang,BEZ,20220309_081700,stocks,MAINBOARD
Best World,CGN,20220309_081700,stocks,MAINBOARD
Beverly JCG,VFP,20220309_081700,stocks,CATALIST
Beverly JCG W240531,WZ2W,20220309_081700,companywarrants,CATALIST
BH Global,BQN,20220309_081700,stocks,MAINBOARD
BHG Retail Reit,BMGU,20220309_081700,reits,MAINBOARD
BIDU ADR US$+,K3SD,20220308_230033,adrs,GLOBAL_QUOTE
Bilibili 5xLongSG221223,DTXW,20220309_081800,dlcertificates,MAINBOARD
Bilibili 5xShortSG221223,DJKW,20220309_081800,dlcertificates,MAINBOARD
Biolidics,8YY,20220309_081700,stocks,CATALIST
BlackGoldNatural,41H,20220309_081700,stocks,CATALIST
Blumont,A33,20220309_081700,stocks,MAINBOARD
Boldtek,5VI,20220309_081700,stocks,CATALIST
Bonvests,B28,20220309_081700,stocks,MAINBOARD
Boustead,F9D,20220309_081700,stocks,MAINBOARD
Boustead Proj,AVM,20220309_081700,stocks,MAINBOARD
BRC Asia,BEC,20220309_081700,stocks,MAINBOARD
Broadway Ind,B69,20220309_081700,stocks,MAINBOARD
Brook Crompton,AWC,20220309_081700,stocks,MAINBOARD
Bukit Sembawang,B61,20220309_081700,stocks,MAINBOARD
Bumitama Agri,P8Z,20220309_081700,stocks,MAINBOARD
Bund Center,BTE,20220309_081700,stocks,MAINBOARD
BYD 5xLongSG220315,DJFW,20220309_081800,dlcertificates,MAINBOARD
BYD 5xLongSG230202,DLCW,20220309_081800,dlcertificates,MAINBOARD
BYD 5xLongSG231012,DINW,20220309_081800,dlcertificates,MAINBOARD
BYD 5xLongUB241231,QFYW,20220309_081800,dlcertificates,MAINBOARD
BYD 5xShortSG221115,MHLW,20220309_081800,dlcertificates,MAINBOARD
BYD 5xShortSG230202,DZWW,20220309_081800,dlcertificates,MAINBOARD
BYD 5xShortSG231012,DFYW,20220309_081800,dlcertificates,MAINBOARD
BYD 5xShortSG231214,DTHW,20220309_081800,dlcertificates,MAINBOARD
BYD 5xShortUB241231,VJLW,20220309_081800,dlcertificates,MAINBOARD
BYD MB ePW220404,LGDW,20220309_081700,structuredwarrants,MAINBOARD
BYDElec 5xLongSG220608,DUOW,20220309_081800,dlcertificates,MAINBOARD
BYDElec 5xLongSG221013,DDXW,20220309_081800,dlcertificates,MAINBOARD
BYDElec 5xLongSG231220,DVHW,20220309_081800,dlcertificates,MAINBOARD
BYDElec 5xShortSG220608,DGPW,20220309_081800,dlcertificates,MAINBOARD
BYDElec 5xShortSG221013,DGXW,20220309_081800,dlcertificates,MAINBOARD
Camsing Hc,BAC,20220309_081700,stocks,MAINBOARD
CapAllianz,594,20220309_081700,stocks,CATALIST
CapAllianz W221213,1G5W,20220309_081700,companywarrants,CATALIST
CapInv 5xLongSG231115,NXEW,20220309_081800,dlcertificates,MAINBOARD
CapInv 5xShortSG231115,REVW,20220309_081800,dlcertificates,MAINBOARD
Capital World,1D5,20220309_081700,stocks,CATALIST
CapitaLandInvest,9CI,20220309_081700,stocks,MAINBOARD
CapitalandInvMBeCW220330,UYXW,20220309_081700,structuredwarrants,MAINBOARD
CapitalandInvMBeCW221028,IUEW,20220309_081700,structuredwarrants,MAINBOARD
CapLand China T,AU8U,20220309_081700,reits,MAINBOARD
CapLand IntCom T,C38U,20220309_081700,reits,MAINBOARD
Captii,AWV,20220309_081700,stocks,MAINBOARD
Casa,C04,20220309_081700,stocks,MAINBOARD
CCB 5xLongSG240807,DWCW,20220309_081800,dlcertificates,MAINBOARD
CCB 5xShortSG231214,DZYW,20220309_081800,dlcertificates,MAINBOARD
CDL HTrust,J85,20220309_081800,businesstrusts,MAINBOARD
CDW,BXE,20220309_081700,stocks,MAINBOARD
CEA ADR US$,K3CD,20220308_230033,adrs,GLOBAL_QUOTE
Centurion,OU8,20220309_081700,stocks,MAINBOARD
CFM,5EB,20220309_081700,stocks,CATALIST
CH Offshore,C13,20220309_081700,stocks,MAINBOARD
Challenger,573,20220309_081700,stocks,MAINBOARD
Charisma Energy,5QT,20220309_081700,stocks,CATALIST
Chasen,5NV,20220309_081700,stocks,MAINBOARD
ChasWood Res,5TW,20220309_081700,stocks,CATALIST
Chemical Ind,C05,20220309_081700,stocks,MAINBOARD
China Aviation,G92,20220309_081700,stocks,MAINBOARD
China Env,5OU,20220309_081700,stocks,MAINBOARD
China Env Res,RS1,20220309_081700,stocks,MAINBOARD
China Everbright,U9E,20220309_081700,stocks,MAINBOARD
China Fishery,B0Z,20220309_081700,stocks,MAINBOARD
China Haida,C92,20220309_081700,stocks,MAINBOARD
China Intl,BEH,20220309_081700,stocks,MAINBOARD
China Mining,BHD,20220309_081700,stocks,MAINBOARD
China Star Food,42W,20220309_081700,stocks,CATALIST
China Yuanbang,BCD,20220309_081700,stocks,MAINBOARD
ChinaKangdaFood,P74,20220309_081700,stocks,MAINBOARD
ChinaKundaTech,GU5,20220309_081700,stocks,CATALIST
ChinaSunsine,QES,20220309_081700,stocks,MAINBOARD
Chip Eng Seng,C29,20220309_081700,stocks,MAINBOARD
Choo Chiang,42E,20220309_081700,stocks,CATALIST
Chuan Hup,C33,20220309_081700,stocks,MAINBOARD
CityDev,C09,20220309_081700,stocks,MAINBOARD
CityDev 5xLongSG220331,DQIW,20220309_081800,dlcertificates,MAINBOARD
CityDev 5xLongSG220630,DCLW,20220309_081800,dlcertificates,MAINBOARD
CityDev 5xLongSG230404,DEUW,20220309_081800,dlcertificates,MAINBOARD
CityDev 5xShortSG220630,DCSW,20220309_081800,dlcertificates,MAINBOARD
CityDev 5xShortSG231214,DXIW,20220309_081800,dlcertificates,MAINBOARD
CityDev MB eCW220315,YVWW,20220309_081700,structuredwarrants,MAINBOARD
CityDev MB eCW220701,MCAW,20220309_081700,structuredwarrants,MAINBOARD
CITYDEV NCCPS,C70,20220309_072202,retailpreferenceshares,MAINBOARD
Civmec,P9D,20220309_081700,stocks,MAINBOARD
CKAsset 5xLongSG231019,DJHW,20220309_081800,dlcertificates,MAINBOARD
CKAsset 5xShortSG231019,DIBW,20220309_081800,dlcertificates,MAINBOARD
Clearbridge,1H3,20220309_081700,stocks,CATALIST
CLIFE 5xLongSG221208,DHDW,20220309_081800,dlcertificates,MAINBOARD
CLIFE 5xLongSG240215,DVAW,20220309_081800,dlcertificates,MAINBOARD
CLIFE 5xShortSG221208,DNZW,20220309_081800,dlcertificates,MAINBOARD
CLIFE 5xShortSG240215,DWEW,20220309_081800,dlcertificates,MAINBOARD
CMB 5xLongSG231019,DTDW,20220309_081800,dlcertificates,MAINBOARD
CMB 5xShortSG231019,DSGW,20220309_081800,dlcertificates,MAINBOARD
CMOB 5xLongSG220323,DGDW,20220309_081800,dlcertificates,MAINBOARD
CMOB 5xLongSG221208,DJAW,20220309_081800,dlcertificates,MAINBOARD
CMOB 5xLongSG250213,DTMW,20220309_081800,dlcertificates,MAINBOARD
CMOB 5xShortSG221208,DQBW,20220309_081800,dlcertificates,MAINBOARD
CMOB 5xShortSG250213,DUHW,20220309_081800,dlcertificates,MAINBOARD
CNMC Goldmine,5TP,20220309_081700,stocks,CATALIST
CNOOC 5xLongSG220323,DGQW,20220309_081800,dlcertificates,MAINBOARD
CNOOC 5xLongSG230331,DTJW,20220309_081800,dlcertificates,MAINBOARD
CNOOC 5xLongSG240201,DMFW,20220309_081800,dlcertificates,MAINBOARD
CNOOC 5xShortSG240201,DQCW,20220309_081800,dlcertificates,MAINBOARD
Colex,567,20220309_081700,stocks,CATALIST
Combine Will,N0Z,20220309_081700,stocks,MAINBOARD
Comfort 5xLongSG231115,MQVW,20220309_081800,dlcertificates,MAINBOARD
Comfort 5xShortSG231115,THLW,20220309_081800,dlcertificates,MAINBOARD
ComfortDel MBeCW220315,FQJW,20220309_081700,structuredwarrants,MAINBOARD
ComfortDel MBeCW221014,9A3W,20220309_081700,structuredwarrants,MAINBOARD
ComfortDelGro,C52,20220309_081700,stocks,MAINBOARD
Cordlife,P8A,20220309_081700,stocks,MAINBOARD
Cortina,C41,20220309_081700,stocks,MAINBOARD
COSCO 5xLongSG221223,DWKW,20220309_081800,dlcertificates,MAINBOARD
COSCO 5xShortSG221223,DVUW,20220309_081800,dlcertificates,MAINBOARD
COSCO SHP SG,F83,20220309_081700,stocks,MAINBOARD
CosmoSteel^,B9S,20220309_081700,stocks,MAINBOARD
Courage Inv,CIN,20220309_081700,stocks,MAINBOARD
Creative,C76,20220309_081700,stocks,MAINBOARD
CreditBureauAsia,TCU,20220309_081700,stocks,MAINBOARD
Cromwell Reit EUR,CWBU,20220309_081700,reits,MAINBOARD
Cromwell Reit SGD,CWCU,20220309_081700,reits,MAINBOARD
CSC,C06,20220309_081700,stocks,MAINBOARD
CSE Global,544,20220309_081700,stocks,MAINBOARD
CSOP iEdge SREIT ETF S$,SRT,20220309_081800,etfs,MAINBOARD
CSOP iEdge SREIT ETF US$,SRU,20220309_081800,etfs,MAINBOARD
CSPC 5xLongSG220315,DOFW,20220309_081800,dlcertificates,MAINBOARD
CSPC 5xLongSG221208,DUFW,20220309_081800,dlcertificates,MAINBOARD
CSPC 5xShortSG220315,DDCW,20220309_081800,dlcertificates,MAINBOARD
CSPC 5xShortSG221208,DWAW,20220309_081800,dlcertificates,MAINBOARD
DairyFarm USD,D01,20220309_081700,stocks,MAINBOARD
Daiwa Hse Log Tr,DHLU,20220309_081700,reits,MAINBOARD
Darco Water Tech,BLR,20220309_081700,stocks,MAINBOARD
Dasin Retail Tr,CEDU,20220309_081800,businesstrusts,MAINBOARD
Datapulse Tech,BKW,20220309_081700,stocks,MAINBOARD
DBS,D05,20220309_081700,stocks,MAINBOARD
DBS 5xLongSG230713,DQEW,20220309_081800,dlcertificates,MAINBOARD
DBS 5xLongSG240306,DKBW,20220309_081800,dlcertificates,MAINBOARD
DBS 5xShortSG220331,DCAW,20220309_081800,dlcertificates,MAINBOARD
DBS 5xShortSG221201,DTFW,20220309_081800,dlcertificates,MAINBOARD
DBS 5xShortSG240306,DLDW,20220309_081800,dlcertificates,MAINBOARD
DBS MB eCW220328,57CW,20220309_081700,structuredwarrants,MAINBOARD
DBS MB eCW220627,9ZVW,20220309_081700,structuredwarrants,MAINBOARD
DBS MB eCW220701,UKDW,20220309_081700,structuredwarrants,MAINBOARD
DBS MB eCW221028,ZOBW,20220309_081700,structuredwarrants,MAINBOARD
DBS MB ePW220627,Y2BW,20220309_081700,structuredwarrants,MAINBOARD
DBS MB ePW220701,9SNW,20220309_081700,structuredwarrants,MAINBOARD
DBS MB ePW221215,MNTW,20220309_081700,structuredwarrants,MAINBOARD
Debao Property^,BTF,20220309_081700,stocks,MAINBOARD
Del Monte Pac,D03,20220309_081700,stocks,MAINBOARD
Delfi,P34,20220309_081700,stocks,MAINBOARD
Design Studio,D11,20220309_081700,stocks,MAINBOARD
DigiCore Reit USD,DCRU,20220309_081700,reits,MAINBOARD
Digilife Tech,BAI,20220309_081700,stocks,CATALIST
DISA,532,20220309_081700,stocks,CATALIST
Don Agro,GRQ,20220309_081700,stocks,CATALIST
Dragon^,MT1,20220309_081700,stocks,MAINBOARD
Duty Free Intl,5SO,20220309_081700,stocks,MAINBOARD
Duty Free Intl W220513,CHBW,20220309_081700,companywarrants,MAINBOARD
Dyna-Mac,NO4,20220309_081700,stocks,MAINBOARD
Eagle HTrust USD,LIW,20220309_081800,businesstrusts,MAINBOARD
EC World Reit,BWCU,20220309_081700,reits,MAINBOARD
Econ Healthcare,EHG,20220309_081700,stocks,CATALIST
EcoWise,5CT,20220309_081700,stocks,CATALIST
Edition,5HG,20220309_081700,stocks,CATALIST
Eindec,42Z,20220309_081700,stocks,CATALIST
EliteComREIT GBP,MXNU,20220309_081700,reits,MAINBOARD
Ellipsiz,BIX,20220309_081700,stocks,MAINBOARD
Eneco Energy^,R14,20220309_081700,stocks,MAINBOARD
EnGro,S44,20220309_081700,stocks,MAINBOARD
Envictus,BQD,20220309_081700,stocks,MAINBOARD
Envictus W221128,IWKW,20220309_081700,companywarrants,MAINBOARD
Enviro-Hub,L23,20220309_081700,stocks,MAINBOARD
Epicentre,5MQ,20220309_081700,stocks,CATALIST
ES,5RC,20220309_081700,stocks,CATALIST
ESR-REIT,J91U,20220309_081700,reits,MAINBOARD
ETC Singapore,1C0,20220309_081700,stocks,CATALIST
EuroSports Gbl,5G1,20220309_081700,stocks,CATALIST
Excelpoint,BDF,20220309_081700,stocks,MAINBOARD
Ezion,5ME,20220309_081700,stocks,MAINBOARD
Ezra,5DN,20220309_081700,stocks,MAINBOARD
F & N,F99,20220309_081700,stocks,MAINBOARD
Fabchem China^,BFT,20220309_081700,stocks,MAINBOARD
Falcon Energy,5FL,20220309_081700,stocks,MAINBOARD
Far East,5TJ,20220309_081700,stocks,CATALIST
Far East HTrust,Q5T,20220309_081800,businesstrusts,MAINBOARD
Far East Orchard,O10,20220309_081700,stocks,MAINBOARD
Federal Int,BDU,20220309_081700,stocks,MAINBOARD
Figtree,5F4,20220309_081700,stocks,CATALIST
First Reit,AW9U,20220309_081700,reits,MAINBOARD
First Reit A,WCJU,20220309_081700,reits,MAINBOARD
First Resources,EB5,20220309_081700,stocks,MAINBOARD
First Sponsor,ADN,20220309_081700,stocks,MAINBOARD
First Sponsor W240530,QNHW,20220309_081700,companywarrants,MAINBOARD
First Sponsor W290321,RAYW,20220309_081700,companywarrants,MAINBOARD
FJ Benjamin,F10,20220309_081700,stocks,CATALIST
Food Empire,F03,20220309_081700,stocks,MAINBOARD
Forise Int,8A1,20220309_081700,stocks,MAINBOARD
FortressMinerals,OAJ,20220309_081700,stocks,CATALIST
FPTrea b3.65%220522#,AXXZ,20220309_032155,retailbonds,MAINBOARD
Frasers Cpt Tr,J69U,20220309_081700,reits,MAINBOARD
Frasers HTrust,ACV,20220309_081800,businesstrusts,MAINBOARD
Frasers L&C Tr,BUOU,20220309_081700,reits,MAINBOARD
Frasers Property,TQ5,20220309_081700,stocks,MAINBOARD
Frencken,E28,20220309_081700,stocks,MAINBOARD
FSL Trust,D8DU,20220309_081800,businesstrusts,MAINBOARD
Fu Yu,F13,20220309_081700,stocks,MAINBOARD
Fuji Offset,508,20220309_081700,stocks,CATALIST
Full Apex^,BTY,20220309_081700,stocks,MAINBOARD
Fuxing China,AWK,20220309_081700,stocks,MAINBOARD
G Invacom,QS9,20220309_081700,stocks,MAINBOARD
G K Goh,G41,20220309_081700,stocks,MAINBOARD
Galaxy 5xLongSG221013,DLBW,20220309_081800,dlcertificates,MAINBOARD
Galaxy 5xLongSG230331,DBTW,20220309_081800,dlcertificates,MAINBOARD
Galaxy 5xShortSG220328,DZCW,20220309_081800,dlcertificates,MAINBOARD
Galaxy 5xShortSG221215,DXHW,20220309_081800,dlcertificates,MAINBOARD
Galaxy 5xShortSG230920,DGCW,20220309_081800,dlcertificates,MAINBOARD
Galaxy MB eCW220705,MWSW,20220309_081700,structuredwarrants,MAINBOARD
Galaxy MB ePW220705,8Q1W,20220309_081700,structuredwarrants,MAINBOARD
Gallant Venture,5IG,20220309_081700,stocks,MAINBOARD
Ganfeng 5xLongSG221223,DIZW,20220309_081800,dlcertificates,MAINBOARD
Ganfeng 5xShortSG221223,DEXW,20220309_081800,dlcertificates,MAINBOARD
GanfengLit MB eCW220705,PZGW,20220309_081700,structuredwarrants,MAINBOARD
GCCP,41T,20220309_081700,stocks,CATALIST
GDR Cheng Mei US$S,CKW,20220308_230033,others,MAINBOARD
GDR Kakao Corp US$ A,CQC,20220308_230033,others,MAINBOARD
GDR Kakao Corp US$ R,CQD,20220308_230033,others,MAINBOARD
GDR PJSC GazpromUS$S,AAI,20220308_230033,others,MAINBOARD
GDR UPL US$,BYS,20220308_230033,others,MAINBOARD
GDR Youngone US$ S,RQ9,20220308_230033,others,MAINBOARD
GDS Global,5VP,20220309_081700,stocks,CATALIST
Geely 5xLongSG220530,DGAW,20220309_081800,dlcertificates,MAINBOARD
Geely 5xLongSG220621,DDHW,20220309_081800,dlcertificates,MAINBOARD
Geely 5xLongSG230202,DNDW,20220309_081800,dlcertificates,MAINBOARD
Geely 5xLongSG230331,DVPW,20220309_081800,dlcertificates,MAINBOARD
Geely 5xShortSG221201,DBCW,20220309_081800,dlcertificates,MAINBOARD
Geely 5xShortSG221215,DSHW,20220309_081800,dlcertificates,MAINBOARD
Geely 5xShortSG230126,DDEW,20220309_081800,dlcertificates,MAINBOARD
Geely 5xShortSG230825,DDZW,20220309_081800,dlcertificates,MAINBOARD
Geely 5xShortSG231214,DCDW,20220309_081800,dlcertificates,MAINBOARD
Geely MB eCW220404,58YW,20220309_081700,structuredwarrants,MAINBOARD
Geely MB ePW220404,KXJW,20220309_081700,structuredwarrants,MAINBOARD
Genting 5xLongSG230420,DUBW,20220309_081800,dlcertificates,MAINBOARD
Genting 5xShortSG220328,DQOW,20220309_081800,dlcertificates,MAINBOARD
Genting 5xShortSG240306,DQGW,20220309_081800,dlcertificates,MAINBOARD
Genting Sing,G13,20220309_081700,stocks,MAINBOARD
GentingSMBeCW220429,FUBW,20220309_081700,structuredwarrants,MAINBOARD
GentingSMBeCW221028,OQTW,20220309_081700,structuredwarrants,MAINBOARD
Geo Energy Res,RE4,20220309_081700,stocks,MAINBOARD
GHY Culture,XJB,20220309_081700,stocks,MAINBOARD
GKE,595,20220309_081700,stocks,CATALIST
GLD SG$,GSD,20220309_081800,etfs,MAINBOARD
GLD US$,O87,20220309_081800,etfs,MAINBOARD
Global Dragon,586,20220309_081700,stocks,CATALIST
Global Inv,B73,20220309_080858,others,MAINBOARD
Global Inv,B73,20220309_081700,stocks,MAINBOARD
Global Palm Res,BLW,20220309_081700,stocks,MAINBOARD
Global Testing,AYN,20220309_081700,stocks,MAINBOARD
Golden Agri-Res,E5H,20220309_081700,stocks,MAINBOARD
Golden Energy,AUE,20220309_081700,stocks,MAINBOARD
Goodland,5PC,20220309_081700,stocks,MAINBOARD
GP Industries,G20,20220309_081700,stocks,MAINBOARD
Grand Banks,G50,20220309_081700,stocks,MAINBOARD
Grand Venture,JLB,20220309_081700,stocks,MAINBOARD
Great Eastern,G07,20220309_081700,stocks,MAINBOARD
Green Build,Y06,20220309_081700,stocks,MAINBOARD
GRP,BLU,20220309_081700,stocks,MAINBOARD
GS Hldg,43A,20220309_081700,stocks,CATALIST
GSH,BDX,20220309_081700,stocks,MAINBOARD
GSH cb5.2%241012#,Y6OB,20220309_060224,retailbonds,MAINBOARD
GSS Energy,41F,20220309_081700,stocks,CATALIST
Guoan Intl,G11,20220309_081700,stocks,MAINBOARD
GuocoLand,F17,20220309_081700,stocks,MAINBOARD
GWMotor 5xLongSG221223,DCKW,20220309_081800,dlcertificates,MAINBOARD
GWMotor 5xShortSG221223,DZKW,20220309_081800,dlcertificates,MAINBOARD
